2026-04-19 11:04:21,fwrd_pass,complete,attacking third
2026-04-19 11:12:58,fwrd_pass,complete,attacking third
2026-04-19 11:13:00,fwrd_pass,complete,attacking third
2026-04-19 11:13:02,fwrd_pass,complete,attacking third
2026-04-19 11:13:04,fwrd_pass,complete,attacking third
2026-04-19 11:13:06,fwrd_pass,complete,attacking third
2026-04-19 11:13:15,fwrd_pass,complete,middle third
2026-04-19 11:13:16,fwrd_pass,complete,middle third
2026-04-19 11:13:16,fwrd_pass,complete,middle third
2026-04-19 11:13:17,fwrd_pass,complete,middle third
2026-04-19 11:13:18,fwrd_pass,complete,middle third
2026-04-19 11:13:19,fwrd_pass,complete,middle third
2026-04-19 11:13:20,fwrd_pass,complete,middle third
2026-04-19 11:13:21,fwrd_pass,complete,middle third
2026-04-19 11:13:21,fwrd_pass,complete,middle third
2026-04-19 11:13:22,fwrd_pass,complete,middle third
2026-04-19 11:13:39,fwrd_pass,complete,defensive third
2026-04-19 11:13:40,fwrd_pass,complete,defensive third
2026-04-19 11:13:40,fwrd_pass,complete,defensive third
2026-04-19 11:14:26,fwrd_pass,complete,attacking third
2026-04-19 11:14:27,fwrd_pass,complete,attacking third
2026-04-19 11:14:28,fwrd_pass,complete,attacking third
2026-04-19 11:14:31,fwrd_pass,complete,middle third
2026-04-19 11:15:14,fwrd_pass,incomplete,attacking third
2026-04-19 11:15:15,fwrd_pass,incomplete,attacking third
2026-04-19 11:15:16,fwrd_pass,incomplete,attacking third
2026-04-19 11:15:19,fwrd_pass,incomplete,middle third
2026-04-19 11:15:20,fwrd_pass,incomplete,middle third
2026-04-19 11:15:21,fwrd_pass,incomplete,middle third
2026-04-19 11:15:22,fwrd_pass,incomplete,middle third
2026-04-19 11:15:32,fwrd_pass,incomplete,defensive third
2026-04-19 11:15:42,fwrd_pass,incomplete,attacking third
2026-04-19 11:19:38,bck_pass,complete,attacking third
2026-04-19 11:19:39,bck_pass,complete,attacking third
2026-04-19 11:19:40,bck_pass,complete,attacking third
2026-04-19 11:19:40,bck_pass,complete,attacking third
2026-04-19 11:19:41,bck_pass,complete,attacking third
2026-04-19 11:19:44,bck_pass,complete,middle third
2026-04-19 11:19:45,bck_pass,complete,middle third
2026-04-19 11:19:46,bck_pass,complete,middle third
2026-04-19 11:19:46,bck_pass,complete,middle third
2026-04-19 11:19:47,bck_pass,complete,middle third
2026-04-19 11:19:48,bck_pass,complete,middle third
2026-04-19 11:19:49,bck_pass,complete,middle third
2026-04-19 11:19:50,bck_pass,complete,middle third
2026-04-19 11:19:51,bck_pass,complete,middle third
2026-04-19 11:19:55,bck_pass,complete,defensive third
2026-04-19 11:19:56,bck_pass,complete,defensive third
2026-04-19 11:19:57,bck_pass,complete,defensive third
2026-04-19 11:19:58,bck_pass,complete,defensive third
2026-04-19 11:19:59,bck_pass,complete,defensive third
2026-04-19 11:20:00,bck_pass,complete,defensive third
2026-04-19 11:20:01,bck_pass,complete,defensive third
2026-04-19 11:20:54,bck_pass,incomplete,attacking third
2026-04-19 11:20:55,bck_pass,incomplete,attacking third
2026-04-19 11:20:59,bck_pass,incomplete,middle third
2026-04-19 11:21:00,bck_pass,incomplete,middle third
2026-04-19 11:21:05,bck_pass,incomplete,defensive third
2026-04-19 11:21:28,shot,on target,attacking third
2026-04-19 11:22:40,dribble,successful,attacking third
2026-04-19 11:22:42,dribble,successful,attacking third
2026-04-19 11:22:54,dribble,successful,middle third
2026-04-19 11:23:06,dribble,unsuccessful,middle third
2026-04-19 11:23:07,dribble,unsuccessful,middle third
2026-04-19 11:23:08,dribble,unsuccessful,middle third
